ts,device_id,temp_c,rh_pct,tvoc_ppb,eco2_ppm,dust_ugm3
1763454584,esp32-01,27.44,70.43,664.0,913.0,0.0
1763454640,esp32-01,27.44,70.43,675.0,917.0,0.0
1763454701,esp32-01,27.44,70.55,695.0,922.0,0.0
1763454765,esp32-01,27.43,70.63,699.0,923.0,0.0
1763454829,esp32-01,27.41,70.81,702.0,924.0,0.0
1763454882,esp32-01,27.4,70.84,708.0,926.0,0.0
1763454944,esp32-01,27.37,70.8,707.0,925.0,0.0
1763455026,esp32-01,27.35,70.97,717.0,928.0,0.0
1763455067,esp32-01,27.33,70.66,716.0,928.0,0.0
1763455146,esp32-01,27.31,70.69,734.0,933.0,0.0
1763455180,esp32-01,27.28,70.83,724.0,930.0,0.0
1763455247,esp32-01,27.26,70.66,713.0,927.0,0.0
1763455300,esp32-01,27.25,70.86,695.0,922.0,0.0
1763455369,esp32-01,27.25,70.66,693.0,922.0,0.0
1763455430,esp32-01,27.24,70.51,688.0,920.0,0.0
1763455484,esp32-01,27.25,70.96,684.0,919.0,0.0
1763455542,esp32-01,27.26,70.19,677.0,917.0,0.0
1763455604,esp32-01,27.27,70.67,661.0,912.0,0.0
1763455672,esp32-01,27.27,70.3,650.0,909.0,0.0
1763455721,esp32-01,27.26,70.67,618.0,900.0,0.0
1763455780,esp32-01,27.26,70.47,602.0,896.0,0.0
1763455841,esp32-01,27.26,70.19,588.0,892.0,0.0
1763455907,esp32-01,27.25,70.47,570.0,886.0,0.0
1763455971,esp32-01,27.24,69.87,555.0,882.0,0.0
1763456020,esp32-01,27.23,70.23,545.0,879.0,0.0
1763456087,esp32-01,27.2,70.37,530.0,875.0,0.0
1763456190,esp32-01,27.19,69.94,522.0,873.0,0.0
1763456199,esp32-01,27.16,70.26,517.0,871.0,0.0
1763456267,esp32-01,27.16,69.7,508.0,868.0,0.0
1763456321,esp32-01,27.14,69.86,502.0,866.0,0.0
1763456380,esp32-01,27.14,69.74,491.0,863.0,0.0
1763456452,esp32-01,27.12,69.93,489.0,862.0,0.0
1763456500,esp32-01,27.12,71.02,489.0,862.0,0.0
1763456572,esp32-01,27.11,70.2,488.0,862.0,0.0
1763456622,esp32-01,27.11,70.34,484.0,861.0,0.0
1763456684,esp32-01,27.12,71.25,481.0,860.0,0.0
1763456750,esp32-01,27.12,70.51,474.0,858.0,0.0
1763456803,esp32-01,27.12,70.79,478.0,859.0,0.0
1763456864,esp32-01,27.11,71.15,477.0,859.0,0.0
1763456930,esp32-01,27.12,70.98,482.0,860.0,0.0
1763457000,esp32-01,27.12,70.39,487.0,862.0,0.0
1763457051,esp32-01,27.12,70.56,515.0,870.0,0.0
1763457101,esp32-01,27.11,70.29,552.0,880.0,0.0
1763457171,esp32-01,27.11,70.67,608.0,895.0,0.0
1763457229,esp32-01,27.12,70.36,643.0,905.0,0.0
1763457280,esp32-01,27.12,70.71,688.0,917.0,0.0
1763457371,esp32-01,27.11,70.54,732.0,930.0,0.0
1763457400,esp32-01,27.1,70.6,761.0,938.0,0.0
1763457469,esp32-01,27.09,70.47,788.0,946.0,0.0
1763457541,esp32-01,27.08,70.42,806.0,951.0,0.0
1763457580,esp32-01,27.07,70.76,819.0,955.0,0.0
1763457668,esp32-01,27.07,70.68,806.0,952.0,0.0
1763457705,esp32-01,27.06,70.65,780.0,944.0,0.0
1763457773,esp32-01,27.06,70.26,730.0,931.0,0.0
1763457829,esp32-01,27.04,70.34,705.0,924.0,0.0
1763457883,esp32-01,27.02,70.4,668.0,914.0,0.0
1763457945,esp32-01,27.02,70.41,630.0,904.0,0.0
1763458014,esp32-01,27.01,70.87,610.0,898.0,0.0
1763458064,esp32-01,27.0,70.64,594.0,894.0,0.0
1763458149,esp32-01,27.0,71.22,588.0,892.0,0.0
1763458200,esp32-01,26.99,70.71,595.0,894.0,0.0
1763458240,esp32-01,26.97,70.28,575.0,888.0,0.0
1763458309,esp32-01,26.95,70.74,573.0,887.0,0.0
1763458365,esp32-01,26.94,70.07,592.0,893.0,0.0
1763458425,esp32-01,26.94,70.22,594.0,893.0,0.0
1763458491,esp32-01,26.93,70.39,600.0,895.0,0.0
1763458544,esp32-01,26.93,70.24,614.0,899.0,0.0
1763458609,esp32-01,26.92,70.32,611.0,898.0,0.0
1763458669,esp32-01,26.92,70.47,610.0,898.0,0.0
1763458722,esp32-01,26.9,70.62,601.0,895.0,0.0
1763458788,esp32-01,26.9,70.56,587.0,891.0,0.0
1763458842,esp32-01,26.91,70.67,600.0,895.0,0.0
1763458900,esp32-01,26.91,70.41,602.0,896.0,0.0
1763458966,esp32-01,26.92,70.52,582.0,890.0,0.0
1763459022,esp32-01,26.91,70.62,579.0,889.0,0.0
1763459082,esp32-01,26.92,70.53,575.0,888.0,0.0
1763459153,esp32-01,26.91,70.33,567.0,886.0,0.0
1763459206,esp32-01,26.91,70.81,572.0,887.0,0.0
1763459262,esp32-01,26.91,70.93,598.0,895.0,0.0
1763459352,esp32-01,26.91,70.48,617.0,900.0,0.0
1763459385,esp32-01,26.91,70.52,623.0,902.0,0.0
1763459444,esp32-01,26.91,70.49,637.0,905.0,0.0
1763459506,esp32-01,26.9,70.3,644.0,908.0,0.0
1763459562,esp32-01,26.89,70.41,654.0,910.0,0.0
1763459634,esp32-01,26.88,70.4,663.0,913.0,0.0
1763459692,esp32-01,26.86,70.41,672.0,915.0,0.0
1763459740,esp32-01,26.84,70.29,679.0,918.0,0.0
1763459816,esp32-01,26.83,70.15,680.0,918.0,0.0
1763459863,esp32-01,26.81,70.36,660.0,912.0,0.0
1763459934,esp32-01,26.8,70.29,651.0,910.0,0.0
1763459992,esp32-01,26.8,70.27,653.0,911.0,0.0
1763460045,esp32-01,26.79,70.45,650.0,910.0,0.0
1763460105,esp32-01,26.78,70.42,657.0,912.0,0.0
1763460162,esp32-01,26.77,70.71,665.0,914.0,0.0
1763460275,esp32-01,26.76,71.2,682.0,919.0,0.0
1763460280,esp32-01,26.76,71.71,708.0,926.0,0.0
1763460349,esp32-01,26.75,71.63,672.0,914.0,0.0
1763460427,esp32-01,26.73,71.4,645.0,906.0,0.0
1763460460,esp32-01,26.71,71.54,670.0,913.0,0.0
1763460525,esp32-01,26.69,71.62,692.0,918.0,0.0
1763460624,esp32-01,26.65,71.6,679.0,915.0,0.0
1763460640,esp32-01,26.62,71.89,677.0,914.0,0.0
1763460789,esp32-01,26.55,71.73,604.0,884.0,0.0
1763460823,esp32-01,26.51,71.82,564.0,872.0,0.0
1763460883,esp32-01,26.48,71.86,593.0,879.0,0.0
1763460953,esp32-01,26.44,71.95,655.0,897.0,0.0
1763461000,esp32-01,26.41,72.05,662.0,900.0,0.0
1763461063,esp32-01,26.37,72.05,597.0,874.0,0.0
1763461121,esp32-01,26.34,72.16,525.0,840.0,0.0
1763461194,esp32-01,26.31,72.24,482.0,805.0,0.0
1763461240,esp32-01,26.28,72.47,426.0,766.0,0.0
1763461320,esp32-01,26.25,72.57,413.0,745.0,0.0
1763461363,esp32-01,26.23,72.55,366.0,708.0,0.0
1763461444,esp32-01,26.2,72.62,327.0,669.0,0.0
1763461483,esp32-01,26.18,72.8,210.0,605.0,0.0
1763461556,esp32-01,26.16,72.86,122.0,550.0,0.0
1763461608,esp32-01,26.14,72.97,81.0,508.0,0.0
1763461664,esp32-01,26.12,73.09,64.0,481.0,0.0
1763461728,esp32-01,26.1,73.06,54.0,463.0,0.0
1763461784,esp32-01,26.08,73.03,50.0,456.0,0.0
1763461842,esp32-01,26.07,72.96,45.0,447.0,0.0
1763461909,esp32-01,26.05,73.04,44.0,446.0,0.0
1763461960,esp32-01,26.03,73.16,45.0,446.0,0.0
1763462022,esp32-01,26.01,73.3,46.0,449.0,0.0
1763462091,esp32-01,25.99,73.39,50.0,457.0,0.0
1763462140,esp32-01,25.98,73.42,52.0,461.0,0.0
1763462205,esp32-01,25.96,73.44,54.0,466.0,0.0
1763462265,esp32-01,25.94,73.39,55.0,468.0,0.0
1763462344,esp32-01,25.93,73.38,55.0,467.0,0.0
1763462380,esp32-01,25.91,73.39,56.0,470.0,0.0
1763462465,esp32-01,25.9,73.49,58.0,474.0,0.0
1763462507,esp32-01,25.89,73.44,58.0,473.0,0.0
1763462560,esp32-01,25.87,73.37,55.0,468.0,0.0
1763462647,esp32-01,25.86,73.36,53.0,464.0,0.0
1763462711,esp32-01,25.85,73.3,50.0,458.0,0.0
1763462742,esp32-01,25.84,73.33,52.0,461.0,0.0
1763462805,esp32-01,25.83,73.28,52.0,461.0,0.0
1763462892,esp32-01,25.82,73.38,54.0,465.0,0.0
1763462921,esp32-01,25.81,73.41,58.0,472.0,0.0
1763463000,esp32-01,25.81,73.43,60.0,477.0,0.0
1763463042,esp32-01,25.8,73.54,64.0,484.0,0.0
1763463110,esp32-01,25.79,73.6,69.0,493.0,0.0
1763463161,esp32-01,25.78,73.66,78.0,510.0,0.0
1763463236,esp32-01,25.77,73.72,89.0,528.0,0.0
1763463280,esp32-01,25.76,73.78,101.0,548.0,0.0
1763463361,esp32-01,25.75,73.8,107.0,559.0,0.0
1763463405,esp32-01,25.75,73.67,116.0,573.0,0.0
1763463463,esp32-01,25.74,73.7,125.0,588.0,0.0
1763463529,esp32-01,25.74,73.55,167.0,622.0,0.0
1763463580,esp32-01,25.75,73.55,199.0,654.0,0.0
1763463671,esp32-01,25.75,73.5,213.0,673.0,0.0
1763463709,esp32-01,25.77,73.31,230.0,697.0,0.0
1763463800,esp32-01,25.78,73.37,241.0,710.0,0.0
1763463820,esp32-01,25.79,73.38,245.0,716.0,0.0
1763463944,esp32-01,25.82,73.3,250.0,723.0,0.0
1763464001,esp32-01,25.83,73.21,253.0,727.0,0.0
1763464061,esp32-01,25.85,73.12,253.0,726.0,0.0
1763464123,esp32-01,25.86,73.12,257.0,728.0,0.0
1763464185,esp32-01,25.86,73.22,297.0,739.0,0.0
1763464244,esp32-01,25.87,73.27,307.0,747.0,0.0
1763464308,esp32-01,25.86,73.25,310.0,749.0,0.0
1763464361,esp32-01,25.87,73.21,304.0,743.0,0.0
1763464424,esp32-01,25.87,73.25,301.0,738.0,0.0
1763464482,esp32-01,25.87,73.26,298.0,734.0,0.0
1763464580,esp32-01,25.87,73.34,296.0,732.0,0.0
1763464600,esp32-01,25.87,73.34,293.0,728.0,0.0
1763464728,esp32-01,25.86,73.31,250.0,697.0,0.0
1763464781,esp32-01,25.85,73.38,183.0,662.0,0.0
1763464844,esp32-01,25.85,73.35,163.0,641.0,0.0
1763464905,esp32-01,25.84,73.32,145.0,619.0,0.0
1763464963,esp32-01,25.84,73.37,138.0,609.0,0.0
1763465022,esp32-01,25.84,73.41,133.0,601.0,0.0
1763465119,esp32-01,25.84,73.46,132.0,599.0,0.0
1763465140,esp32-01,25.83,73.59,127.0,593.0,0.0
1763465268,esp32-01,25.82,73.91,119.0,580.0,0.0
1763465321,esp32-01,25.8,74.02,116.0,575.0,0.0
1763465384,esp32-01,25.79,73.96,112.0,570.0,0.0
1763465444,esp32-01,25.78,74.07,109.0,564.0,0.0
1763465511,esp32-01,25.76,74.04,105.0,557.0,0.0
1763465563,esp32-01,25.75,73.76,100.0,549.0,0.0
1763465630,esp32-01,25.73,73.62,95.0,539.0,0.0
1763465683,esp32-01,25.72,73.47,90.0,532.0,0.0
1763465751,esp32-01,25.7,73.34,86.0,525.0,0.0
1763465801,esp32-01,25.69,73.31,83.0,519.0,0.0
1763465862,esp32-01,25.68,73.13,75.0,505.0,0.0
1763465921,esp32-01,25.68,73.12,68.0,492.0,0.0
1763465983,esp32-01,25.67,73.26,63.0,482.0,0.0
1763466085,esp32-01,25.66,73.18,55.0,468.0,0.0
1763466100,esp32-01,25.64,73.2,105.0,504.0,0.0
1763466222,esp32-01,25.63,73.12,159.0,544.0,0.0
1763466283,esp32-01,25.63,72.82,152.0,532.0,0.0
1763466351,esp32-01,25.62,72.76,146.0,522.0,0.0
1763466403,esp32-01,25.63,72.8,142.0,513.0,0.0
1763466464,esp32-01,25.64,72.74,142.0,513.0,0.0
1763466532,esp32-01,25.64,72.77,140.0,511.0,0.0
1763466585,esp32-01,25.65,72.75,136.0,506.0,0.0
1763466643,esp32-01,25.67,72.85,137.0,506.0,0.0
1763466704,esp32-01,25.68,72.85,79.0,457.0,0.0
1763466766,esp32-01,25.7,72.79,73.0,450.0,0.0
1763466821,esp32-01,25.71,72.82,12.0,400.0,0.0
1763466904,esp32-01,25.72,72.91,12.0,400.0,0.0
1763466941,esp32-01,25.72,72.97,12.0,400.0,0.0
1763467006,esp32-01,25.73,72.93,13.0,402.0,0.0
1763467064,esp32-01,25.73,72.81,13.0,402.0,0.0
1763467123,esp32-01,25.73,72.79,14.0,402.0,0.0
1763467181,esp32-01,25.73,72.76,14.0,402.0,0.0
1763467246,esp32-01,25.72,72.83,12.0,402.0,0.0
1763467301,esp32-01,25.72,72.85,13.0,402.0,0.0
1763467393,esp32-01,25.71,72.9,14.0,402.0,0.0
1763467421,esp32-01,25.71,72.79,15.0,402.0,0.0
1763467485,esp32-01,25.7,72.77,16.0,402.0,0.0
1763467541,esp32-01,25.7,72.7,14.0,402.0,0.0
1763467602,esp32-01,25.7,72.65,12.0,400.0,0.0
1763467661,esp32-01,25.7,72.72,10.0,400.0,0.0
1763467741,esp32-01,25.7,72.69,9.0,400.0,0.0
1763467800,esp32-01,25.69,72.73,9.0,400.0,0.0
1763467841,esp32-01,25.69,72.71,9.0,400.0,0.0
1763467901,esp32-01,25.69,72.66,7.0,400.0,0.0
1763467972,esp32-01,25.69,72.43,7.0,400.0,0.0
1763468066,esp32-01,25.69,72.22,10.0,404.0,0.0
1763468080,esp32-01,25.68,72.11,24.0,427.0,0.0
1763468181,esp32-01,25.68,72.25,49.0,463.0,0.0
1763468200,esp32-01,25.68,72.33,62.0,483.0,0.0
1763468340,esp32-01,25.66,72.49,81.0,515.0,0.0
1763468381,esp32-01,25.66,72.44,90.0,529.0,0.0
1763468481,esp32-01,25.66,72.59,99.0,542.0,0.0
1763468500,esp32-01,25.66,72.75,102.0,544.0,0.0
1763468758,esp32-01,25.64,72.33,89.0,527.0,0.0
1763468822,esp32-01,25.64,72.09,105.0,547.0,0.0
1763468878,esp32-01,25.65,72.28,137.0,574.0,0.0
1763468950,esp32-01,25.65,72.45,152.0,594.0,0.0
1763468998,esp32-01,25.65,72.45,160.0,607.0,0.0
1763469062,esp32-01,25.64,72.32,158.0,604.0,0.0
1763469119,esp32-01,25.64,72.32,202.0,647.0,0.0
1763469185,esp32-01,25.64,72.22,223.0,680.0,0.0
1763469246,esp32-01,25.64,72.14,262.0,705.0,0.0
1763469298,esp32-01,25.64,72.17,292.0,735.0,0.0
1763469378,esp32-01,25.64,72.28,315.0,765.0,0.0
1763469418,esp32-01,25.63,72.34,315.0,765.0,0.0
1763469486,esp32-01,25.63,72.43,322.0,767.0,0.0
1763469576,esp32-01,25.63,72.51,316.0,760.0,0.0
1763469597,esp32-01,25.62,72.42,312.0,755.0,0.0
1763469727,esp32-01,25.62,72.7,375.0,797.0,0.0
1763469778,esp32-01,25.62,72.54,357.0,770.0,0.0
1763469839,esp32-01,25.62,72.43,307.0,727.0,0.0
1763469898,esp32-01,25.61,72.42,291.0,717.0,0.0
1763469978,esp32-01,25.61,72.44,338.0,731.0,0.0
1763470018,esp32-01,25.61,72.57,389.0,746.0,0.0
1763470087,esp32-01,25.6,72.73,347.0,709.0,0.0
1763470138,esp32-01,25.59,72.83,335.0,692.0,0.0
1763470198,esp32-01,25.59,72.84,329.0,681.0,0.0
1763470258,esp32-01,25.58,72.86,294.0,649.0,0.0
1763470329,esp32-01,25.57,73.0,230.0,609.0,0.0
1763470378,esp32-01,25.57,73.04,236.0,620.0,0.0
1763470441,esp32-01,25.56,73.08,244.0,635.0,0.0
1763470498,esp32-01,25.56,73.07,235.0,622.0,0.0
1763470569,esp32-01,25.56,73.11,173.0,592.0,0.0
1763470618,esp32-01,25.56,73.13,109.0,562.0,0.0
1763470683,esp32-01,25.56,73.25,119.0,577.0,0.0
1763470738,esp32-01,25.56,73.44,129.0,594.0,0.0
1763470808,esp32-01,25.56,73.58,139.0,608.0,0.0
1763470858,esp32-01,25.57,73.42,149.0,623.0,0.0
1763470939,esp32-01,25.58,73.55,287.0,681.0,0.0
1763470978,esp32-01,25.58,73.63,299.0,697.0,0.0
1763471040,esp32-01,25.58,73.79,311.0,713.0,0.0
1763471098,esp32-01,25.58,73.95,322.0,727.0,0.0
1763471160,esp32-01,25.57,73.95,331.0,738.0,0.0
1763471219,esp32-01,25.57,73.95,339.0,748.0,0.0
1763471279,esp32-01,25.57,74.02,349.0,760.0,0.0
1763471339,esp32-01,25.56,74.07,360.0,773.0,0.0
1763471408,esp32-01,25.56,74.07,371.0,785.0,0.0
1763471459,esp32-01,25.56,73.99,382.0,797.0,0.0
1763471547,esp32-01,25.55,74.09,261.0,763.0,0.0
1763471578,esp32-01,25.55,74.22,268.0,770.0,0.0
1763471658,esp32-01,25.54,74.31,272.0,774.0,0.0
1763471699,esp32-01,25.54,74.31,277.0,780.0,0.0
1763471766,esp32-01,25.54,74.32,281.0,784.0,0.0
1763471820,esp32-01,25.54,74.35,287.0,789.0,0.0
1763471880,esp32-01,25.54,74.34,290.0,792.0,0.0
1763471940,esp32-01,25.54,74.35,295.0,795.0,0.0
1763472000,esp32-01,25.54,74.32,300.0,797.0,0.0
1763472058,esp32-01,25.54,74.22,300.0,797.0,0.0
1763472130,esp32-01,25.54,74.25,306.0,802.0,0.0
1763472178,esp32-01,25.54,74.31,306.0,802.0,0.0
1763472240,esp32-01,25.54,74.38,309.0,803.0,0.0
1763472299,esp32-01,25.54,74.41,309.0,804.0,0.0
1763472464,esp32-01,25.54,74.35,312.0,805.0,0.0
1763472465,esp32-01,25.54,74.53,313.0,805.0,0.0
1763472556,esp32-01,25.53,74.57,314.0,806.0,0.0
1763472585,esp32-01,25.52,74.65,312.0,805.0,0.0
1763472653,esp32-01,25.52,74.61,314.0,806.0,0.0
1763472707,esp32-01,25.52,74.58,318.0,807.0,0.0
1763472770,esp32-01,25.51,74.59,320.0,808.0,0.0
1763472825,esp32-01,25.51,74.63,325.0,809.0,0.0
1763472916,esp32-01,25.51,74.64,325.0,809.0,0.0
1763472948,esp32-01,25.5,74.67,328.0,811.0,0.0
1763473013,esp32-01,25.5,74.75,330.0,811.0,0.0
1763473065,esp32-01,25.5,74.81,329.0,811.0,0.0
1763473151,esp32-01,25.49,74.79,331.0,812.0,0.0
1763473188,esp32-01,25.49,74.79,332.0,812.0,0.0
1763473273,esp32-01,25.49,74.87,331.0,812.0,0.0
1763473305,esp32-01,25.48,74.87,330.0,811.0,0.0
1763473502,esp32-01,25.48,74.84,330.0,811.0,0.0
1763473564,esp32-01,25.47,74.96,330.0,811.0,0.0
1763473623,esp32-01,25.47,75.03,329.0,811.0,0.0
1763473689,esp32-01,25.47,75.0,327.0,810.0,0.0
1763473743,esp32-01,25.47,75.03,329.0,811.0,0.0
1763473808,esp32-01,25.46,75.03,329.0,811.0,0.0
1763473863,esp32-01,25.46,74.99,332.0,812.0,0.0
1763473931,esp32-01,25.46,74.92,332.0,812.0,0.0
1763473983,esp32-01,25.45,74.95,333.0,812.0,0.0
1763474052,esp32-01,25.45,74.98,334.0,812.0,0.0
1763474103,esp32-01,25.45,74.9,333.0,812.0,0.0
1763474178,esp32-01,25.44,75.08,334.0,813.0,0.0
1763474223,esp32-01,25.44,75.02,337.0,814.0,0.0
1763474283,esp32-01,25.44,75.29,342.0,815.0,0.0
1763474343,esp32-01,25.44,75.33,344.0,816.0,0.0
1763474414,esp32-01,25.44,75.2,344.0,816.0,0.0
1763474463,esp32-01,25.44,75.12,343.0,816.0,0.0
1763474530,esp32-01,25.44,75.13,345.0,816.0,0.0
1763474586,esp32-01,25.45,75.13,345.0,816.0,0.0
1763474654,esp32-01,25.45,75.19,344.0,816.0,0.0
1763474703,esp32-01,25.45,75.21,342.0,815.0,0.0
1763474767,esp32-01,25.45,75.31,342.0,815.0,0.0
1763474826,esp32-01,25.44,75.3,339.0,814.0,0.0
1763474884,esp32-01,25.44,75.29,334.0,812.0,0.0
1763474943,esp32-01,25.44,75.38,331.0,811.0,0.0
1763475025,esp32-01,25.43,75.48,327.0,810.0,0.0
1763475063,esp32-01,25.43,75.43,324.0,809.0,0.0
1763475131,esp32-01,25.43,75.32,321.0,808.0,0.0
1763475183,esp32-01,25.42,75.31,319.0,807.0,0.0
1763475243,esp32-01,25.42,75.36,316.0,806.0,0.0
1763475311,esp32-01,25.42,75.37,316.0,806.0,0.0
1763475363,esp32-01,25.42,75.36,312.0,805.0,0.0
1763475453,esp32-01,25.43,75.46,311.0,804.0,0.0
1763475483,esp32-01,25.42,75.44,309.0,804.0,0.0
1763475543,esp32-01,25.42,75.47,307.0,803.0,0.0
1763475607,esp32-01,25.42,75.46,308.0,803.0,0.0
1763475663,esp32-01,25.42,75.34,306.0,802.0,0.0
1763475727,esp32-01,25.42,75.33,303.0,801.0,0.0
1763475783,esp32-01,25.42,75.39,302.0,800.0,0.0
1763475855,esp32-01,25.41,75.47,302.0,801.0,0.0
1763475906,esp32-01,25.41,75.53,301.0,800.0,0.0
1763475993,esp32-01,25.4,75.53,298.0,797.0,0.0
1763476023,esp32-01,25.39,75.4,296.0,796.0,0.0
1763476105,esp32-01,25.39,75.4,295.0,795.0,0.0
1763476147,esp32-01,25.39,75.34,290.0,790.0,0.0
1763476224,esp32-01,25.39,75.37,286.0,787.0,0.0
1763476263,esp32-01,25.39,75.3,284.0,785.0,0.0
1763476326,esp32-01,25.38,75.29,280.0,781.0,0.0
1763476383,esp32-01,25.37,75.33,275.0,777.0,0.0
1763476466,esp32-01,25.37,75.33,269.0,772.0,0.0
1763476503,esp32-01,25.37,75.31,264.0,766.0,0.0
1763476567,esp32-01,25.37,75.29,260.0,761.0,0.0
1763476627,esp32-01,25.37,75.31,255.0,757.0,0.0
1763476689,esp32-01,25.37,75.34,252.0,753.0,0.0
1763476743,esp32-01,25.36,75.3,249.0,750.0,0.0
1763476835,esp32-01,25.36,75.41,245.0,745.0,0.0
1763476863,esp32-01,25.36,75.41,240.0,740.0,0.0
1763476924,esp32-01,25.36,75.33,240.0,740.0,0.0
1763476987,esp32-01,25.36,75.26,239.0,739.0,0.0
1763477069,esp32-01,25.36,75.42,237.0,737.0,0.0
1763477103,esp32-01,25.35,75.46,237.0,737.0,0.0
1763477167,esp32-01,25.35,75.41,240.0,740.0,0.0
1763477225,esp32-01,25.35,75.44,238.0,738.0,0.0
1763477283,esp32-01,25.35,75.48,239.0,739.0,0.0
1763477372,esp32-01,25.35,75.48,241.0,741.0,0.0
1763477407,esp32-01,25.35,75.52,241.0,741.0,0.0
1763477487,esp32-01,25.34,75.55,243.0,744.0,0.0
1763477526,esp32-01,25.34,75.53,240.0,741.0,0.0
1763477588,esp32-01,25.34,75.52,238.0,738.0,0.0
1763477646,esp32-01,25.33,75.47,239.0,739.0,0.0
1763477741,esp32-01,25.32,75.53,236.0,736.0,0.0
1763477763,esp32-01,25.32,75.6,233.0,733.0,0.0
1763477888,esp32-01,25.3,75.58,232.0,731.0,0.0
1763477943,esp32-01,25.3,75.56,229.0,728.0,0.0
1763478024,esp32-01,25.29,75.54,227.0,726.0,0.0
1763478063,esp32-01,25.29,75.54,227.0,726.0,0.0
1763478148,esp32-01,25.29,75.65,230.0,729.0,0.0
1763478186,esp32-01,25.28,75.68,229.0,728.0,0.0
1763478305,esp32-01,25.28,75.62,229.0,728.0,0.0
1763478306,esp32-01,25.27,75.57,229.0,728.0,0.0
1763478379,esp32-01,25.27,75.66,228.0,727.0,0.0
1763478426,esp32-01,25.26,75.66,228.0,727.0,0.0
1763478498,esp32-01,25.26,75.7,228.0,727.0,0.0
1763478546,esp32-01,25.26,75.75,228.0,727.0,0.0
1763478633,esp32-01,25.26,75.68,229.0,728.0,0.0
1763478666,esp32-01,25.25,75.56,228.0,726.0,0.0
1763478727,esp32-01,25.25,75.56,225.0,723.0,0.0
1763478786,esp32-01,25.25,75.59,225.0,724.0,0.0
1763478849,esp32-01,25.24,75.68,226.0,724.0,0.0
1763478906,esp32-01,25.24,75.69,228.0,727.0,0.0
